question1,question2,label
ما طريقة تحضير الدجاج الصيني بالخضار؟,من طرق تحضير الدجاج؟,0
ماذا نقصد بالدجاج الامريكي؟,ما تعريف الدواجن ؟,0
كم تبلغ كثافة البوسنة والهرسك السكانية؟,كم تبلغ الكثافة السكانية في بلجيكيا؟,0
ما طريقة تحضير البروكلي بالثوم؟,من طرق تحضير  البروكلي بالثوم؟,1
ما طريقة تحضير  الباستا بالمشروم ؟,من طرق تحضير الممبار المحشي؟,0
كيف أختار اسم تجاري ؟,ما هي الاسماء التجارية؟,0
كيف تؤثر الهجرة على الدول من ناحيةاقتصادية؟,ما هي الهجرة ؟,0
كيف يكون شكل البترول؟,ما هي أكثر دولة يوجد بها البترول؟,0
ما طريقة تحضير سويسرول بحشوة الشوكولاتة ؟,كيف احضر سويسرول بحشوة الشوكولاتة؟,1
ما المقصود بزقاق المدق ؟,ماذا نقصد بزقاق المدق؟,1
متى نشأت المدرسة الكلاسيكية ؟,من انشأ المدرسة الكلاسيكية ؟,0
ما هي القيود المحاسبية ؟,ماذا نقصد بالقيود المحاسبية ؟,1
ما هي العاصمة الرسمية لقارة أستراليا؟,ما عاصمة أصغر قارة بالعالم؟,1
من هو مهندس الشبكات؟,ما دور مهندس الشبكات؟,1
أين يقع برج خليفة؟,متى بني برج خليفة؟,0
ما هو العدد التقديري لعدد سكان الجزائر؟,هل اللغة الفرنسية هي اللغة الرسمية في الجزائر؟,0
ماذا يوجد في القسم الغربي لروسيا؟,أين يقع متحف الأرميتاج؟,0
من طرق تحضير عجّة الفطر بالبصل؟,من طرق تحضير عجّة الفطر ؟,0
ما طريقة تحضير كيك الكوب بالشوكولاتة في الميكرويف ؟,كيف احضر كيك الكوب بالشوكولاتة في الميكرويف؟,1
ما الفائدة من الرمز التسلسلي للهاتف؟,ما فائدة الرمز التسلسلي للهاتف؟,1
ما هي الصناعات الموجودة في مدينة الجبيل الصناعية ؟,ما هي مدينة الجبيل الصناعية ؟,0
هل يقلل الحليب من التعب والإرهاق لدينا؟,لماذا يزيل الحليب التعب والإرهاق لدينا؟,1
ما هو المناخ السائد في مدغشقر؟,ما هو مناخ مدغشقر السائد؟,1
ماذا نقصد بتقنية المعلومات؟,متى ظهرت تقنية المعلومات؟,0
ما طريقة تحضير بقسماط القرشلة  ؟,من طرق تحضير بقسماط  حلوة؟,0
ما طريقة تحضير  البرازق؟,من طرق تحضير البرازق المحشية؟,0
كيف يعالج البهاق بالجراحة؟,ما هي عمليات علاج البهاق؟,0
كيف اصنع القشطة في البيت ؟,من انواع القشطة ؟,0
لماذا نصاب بالطفح الجلدي؟,لماذا يحمر الجلد؟,1
ما معنى قوة اللغة ؟,ما المقصود بقوة اللغة ؟,1
كيف احضر عجينة البيتزا السّميكة؟,من طرق تحضير عجينة البيتزا ؟,0
أين توجد الدنمارك في قارة أوروبا؟,ما هو موقع التشيك في قارة أوروبا؟,0
ما أنواع الصيام المفروض؟,ما هي أنواع الصيام المفروض؟,1
ما هي السلطة التي تقوم بتطبيق الأحكام القانونية في الأردن؟,ما السلطة القائمة على تنفيذ الأحكام القانونية في الأردن؟,1
كيف أستفيد من ملح البحر لبشرتي وجسمي؟,كيف نستخدم ملح البحر للبشرة والجسم؟,1
في أي عام تم اختراع آلة تصوير الكوداك؟,في أي سنة ظهرت آلة تصوير الكوداك؟,1
كيف احضر  كيكة الجبن؟,من طرق تحضير الجبن؟,0
ما اسباب انخفاض ضغط الدم؟,ما هي اسباب ارتفاع ضغط الدم؟,0
متى وقعت غزوة بدر الكبرى؟,في أي عام وقعت غزوة مؤتة؟,0
ما هي اهمية التسويق عبر مواقع التواصل الاجتماعي؟,ما الفائدة من التسويق عبر مواقع التواص الاجتماعي؟,1
ما هي سياحة المغامرات؟,ما تعريف سياحة المغامرات؟,1
إلى أي دولة ترجع نشأة هواتف النوكيا؟,ما هي مواصفات هواتف النوكيا؟,0
أين تقع بيروت؟,ما هو هو موقع العاصمة بيروت؟,1
ما هي فحوصات الكشف عن ابو صفار؟,ما هي الفحوصات الطبية لليرقان؟,1
كيفيّة حساب نسبة الرّبح؟,هل هناك طريقة لحساب نسبة الربح ؟,1
ما مسؤوليّة السيد للعبد ؟,ما المقصود بالعبد؟,0
ما هي طريقة وصفة الخميرة وماء الورد لتسمين الخدود؟,كيف أسمن خدودي بخلطة الخميرة وماء الورد؟,1
كيف احضر كيكة فكتوريا؟,",من طرق تحضير كيكة سريعة؟,",0
هل يباح للمسافر الإفطار في رمضان؟,هل يفطر المسافر في رمضان؟,1
كيف احضر المصابيب ؟,من طرق تحضير المصابيب دون بيض؟,0
ما هي سياحة المعراض؟,ما تعريف سياحة المعارض؟,1
ما اهمية الفخار في العصر الحديث؟,ما مميزات الفخار في العصر الحديث؟,1
هل يفيد السدر في تقشير البشرة؟,هل يعتبر السدر من العناصر التي تقشر البشرة؟,1
ما أهمية لبن الزبادي للبشرة؟,ما هو ريجيم الزبادي؟,0
ماذا نقصد بالشبكة المدنية أو الحضرية MAN؟,ما وظيفة شبكات الكمبيوتر؟,0
من منظمات السلام ؟,ماذا نقصد بالسلم ؟,0
من طرق تحضير فاصولياء بمرق اللحم؟,من طرق تحضير مرق اللحم؟,0
كيف احضر البورك بالسبانخ والجبنة؟,من طرق تحضير السبانخ؟,0
من النصائح لتحضير اصابع الست ؟,ما هي النصائح لصنع ليالي لبنان ؟,0
كيف احضر الستيك بالمشروم والكريمة؟,من طرق تحضير المشروم؟,0
ما هو ارتفاع أبو الهول الموجود في الجيزة؟,كم يبلغ عدد سكان مصر؟,0
ما دور مدير قواعد البيانات؟,متى ظهرت قواعد البيانات؟,0
ما مسؤوليّة العبد لسيده ؟,",ما المقصود بالعبد؟,",0
ما هي وسائل تحقيق الغنى؟,هل هناك طرق لتحقيق الغنى؟,1
أين تقع السويد؟,في أي قارة توجد السويد؟,1
ما مدة حرب داحس والغبراء؟,ما هي حرب داحس والغبراء؟,0
متى أُحتلت سنغافورة من القوات اليابانية؟,ما مناخ سنغافورة السائد؟,0
كيف احضر سلطة الشمندر بالذرة؟,من طرق تحضير سلطة الذرة؟,0
من ادوات غسيل الاموال ؟,ما المقصود بغسيل الاموال ؟,0
ما كيفية صنع الجبنة البيضاء في المنزل ؟,من طرق صنع الجبنة الصفراء  منزلياً؟,0
من العمليات الادارية الرئيسية ؟,من العمليات الادارية الساسية ؟,1
في ماذا يفيد البروتين الصناعي رياضة كمال الأجسام؟,ما هو البروتين الصناعي؟,0
ما هي انواع القروض ؟,ما هي اقسام القروض؟,1
ما عاصمة مدغشقر؟,ما اسم عاصمة مدغشقر الرسمية؟,1
ما أكثر ما يميز وادي الرم الموجود في الأردن؟,ما نسبة المتعلمين في الأردن؟,0
ما هو العلاج الطبيعي للطفح الجلدي؟,ما هو العلاج الطبيعي.؟,0
أريد طريقة لمسح سجل البحث في جوجل؟,ما أهمية موقع جوجل؟,0
ما هي اعراض سرطان القولون؟,ما هي اعراض اورام القولون؟,1
ما هو علاج البرص؟,ما هو علاج البهاق؟,0
ما طريقة تحضير كيك الشوكولاتة بدون بيض؟,من طرق تحضير كيك الشوكولاتة ؟,0
ما طريقة تحضير تورتة آيس كريم الفراولة  ؟,من طرق تحضير تورتة آيس كريم الفراولة؟,1
ما هي طريقة تحضير  بيتزا الباذنجان؟,",من طرق تحضير   بيتزا الباذنجان؟",1
ما طريقة تحضير ضلع الخروف المحشي  ؟,كيف احضر ضلع الخروف المحشي ؟,1
ما طريقة تحضير كيكة الزبادي دون بيض  ؟,من طرق تحضير كيكة    ؟,0
كيف احضر السبانخ مع الارز و اللحمة المفرومة؟,من طرق تحضير السبانخ مع الارز و اللحمة المفرومة؟,1
من هو الأعشى؟,من هو الأعشى؟,1
ما معنى الصلاة؟,ما معنى الصلاة لغة؟,0
ما نظام الحكم في بريطانيا؟,ما هو نظام بريطانيا الحاكم؟,1
ما اسم عاصمة غينيا؟,ما اسم عاصمة غانا؟,0
ما هي المعلقات؟,من هم شعراء المعلقات؟,0
ما هي الجزيرة الموجودة في جزر القمر التي لُقبت بالجزيرة المعطرة؟,ما هي المساحة الإجمالية لجزيرة مايوت في جزر القمر؟,0
كيف تعالج الحلبة الدمامل؟,ما هو علاج الدمامل؟,0
ما هي أنواع شبكات الحاسوب؟,ما هو الحاسوب؟,0
أين وقع تسونامي؟,أين وقع فيضان تسونامي؟,1
أين يوجد تاج محل؟,في أي بلد يوجد تاج محل؟,1
كيف احضر كيكة طبقات القرفة ؟,من طرق تحضير كيكة طبقات القرفة ؟,1
ماذا نقصد بالتسويق عبر مواقع التواصل الاجتماعي؟,كيف أعمل تسويق على مواقع التواص الاجتماعي؟,0
على ماذا يتغذى الضفدع؟,كيف يصطاد الضفدع؟,0
